Country,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,Dependent Variable (Bankruptcy)
Japan,3900,138600,16700,32400,5500,101800,92800,20500,59800,8700,45,0
Japan,5600,125500,10400,-5200,5800,67500,109000,58600,51100,19900,45,0
Korea,-2000,116000,11700,0,-3700,186300,38400,38000,84500,-15800,25,0
Korea,5500,124300,5600,0,7200,63700,92500,23000,28700,9500,45,0
Singapore,1200,202300,48800,-24800,1600,194600,151600,0,96500,2300,25,0
Taiwan,4000,153900,23200,6500,6400,114200,92100,23600,66400,7800,45,0
Japan,-2600,88200,-7200,-11000,1400,39900,50900,70300,53900,-15100,15,1
Japan,-133100,46700,-43700,-154200,-17800,77400,33800,69400,38300,-1906300,15,1
Japan,-14500,31700,-63200,-50600,-7000,115500,19500,87700,29400,83000,20,1
Japan,-90300,50500,-82500,-86400,-49400,130500,42000,62500,84000,126900,20,1
Japan,-13900,95200,-4100,-14000,-800,143500,84300,25900,80900,,20,1
Japan,-10000,96800,-2300,7600,-6200,92400,48500,16400,69800,-63200,20,1
Japan,-6200,89100,-7100,-4000,200,148900,43000,23500,58100,-43800,20,1
Japan,-1000,63300,-33900,-9400,1100,120200,39600,43100,58400,-64300,20,1
Japan,1300,179100,33200,20300,4100,83900,157300,44600,75200,3100,20,1
Japan,200,141300,22700,5000,1800,68900,106600,41800,77600,500,20,1
Japan,-11100,75100,-19100,-24800,-900,52300,29100,64700,57400,,20,1
Japan,300,114900,10200,6300,1500,137800,85900,32500,78900,2300,20,1
Japan,-180600,7900,,,,163600,7100,,18900,105200,20,1
Japan,-6200,138700,22300,-5300,-4100,146200,97600,900,80000,-19900,25,1
Japan,-4400,126600,13100,2300,800,83800,46400,39600,62200,-11300,25,1
Japan,10600,120400,7500,-29100,-4300,73800,50100,21700,44300,29600,25,1
Japan,-12700,71800,-13300,4700,-3800,216600,51100,20300,33700,-92700,25,1
Japan,-7800,36400,-70100,-79800,-400,53900,15500,98200,40100,27600,25,1
Japan,-23300,93200,-3000,4700,-9000,63500,49400,29800,41300,-49600,25,1
Japan,1400,59600,-28800,-20100,-4300,101900,44200,41100,42500,8500,25,1
Japan,-4700,57100,-17900,-5200,1000,93600,35100,60900,23800,-83000,25,1
Japan,-24800,19100,-65200,-29000,-1600,102300,7900,88200,15400,102100,25,1
Japan,-82900,25400,-124500,-95300,300,94700,20500,153200,42300,112800,25,1
Japan,-28500,23100,-66500,-5300,-3900,63000,9400,73900,20000,,25,1
Japan,-2600,39100,-76400,-56400,900,108100,19500,105300,49200,6900,30,1
Japan,1900,124500,11800,13400,300,36500,100900,69000,59900,9500,30,1
Japan,-23700,29100,-50400,-166500,-1500,,27100,69500,20700,176700,45,1
Japan,-17500,182900,32500,-18500,-6500,154000,150600,25900,71700,-56000,45,1
Japan,16700,121500,12500,-17100,15000,277700,84200,46200,70600,74600,45,1
Japan,200,105400,1600,400,4100,58500,76700,46100,31600,700,45,1
Korea,-43600,120500,12200,-4900,-11500,118500,83700,27400,71700,-98800,45,1
Korea,-15100,142900,21500,0,-12900,67500,89500,24900,71500,-39000,25,1
Singapore,-6400,57200,-20300,-10900,18300,55800,47400,62300,27100,-31800,25,1
Taiwan,400,294800,29000,1000,2000,27800,247600,49000,43900,1000,45,1
Japan,-4100,83300,-16000,-7700,1100,148600,69200,72600,79500,166800,15,1
Korea,-79800,80800,-16600,0,-5300,41100,4700,46400,69700,,20,1
Japan,1800,236800,57100,6200,8500,40600,205200,43900,98800,3800,45,1
Japan,-33700,88500,-5500,-19400,-17800,33400,19500,55700,42200,-105500,45,1
Japan,200,127500,20400,1300,1100,98500,121600,74300,94600,2000,30,1
Japan,-44400,29700,-87900,-50400,-17200,172000,8800,120200,37200,,25,1
Japan,-2900,71000,-17600,-13500,-1900,182100,40100,28200,43100,-10700,25,1
Japan,-40700,32400,-53900,-172300,-36800,99300,22300,43500,25800,-231500,25,1
Japan,-4900,51700,-42200,-100,100,86100,35100,65100,45100,-54400,25,1
Japan,-1400,144300,27100,6000,200,97000,6600,77100,88200,-7700,25,1
Japan,,50600,-54500,,13500,200300,17500,,55900,186600,20,1
Japan,-101400,68800,-31500,-99900,-14400,136600,50200,76600,69500,118600,20,1
Japan,-12900,154500,24600,700,-19000,111400,129600,2000,69900,-28000,20,1
Japan,-162500,34200,-87100,-153400,-8000,171200,16100,157000,45200,142000,20,1
Korea,-2200,396000,34900,100,8800,52100,301000,39800,46700,-4700,20,0
Japan,-2400,168300,29100,8800,300,82800,117300,20600,71600,-5500,45,0
Japan,-1000,140700,21100,16300,1400,105700,88400,47300,72800,-2400,45,0
Japan,-700,184200,31700,32900,2100,169500,123000,33600,69300,-1700,30,0
Japan,6400,84500,-6400,25100,2500,234900,26000,14800,35000,15500,25,0
Japan,3600,353600,34900,41600,4800,62100,272900,1900,48600,4300,25,0
Japan,6800,112200,3000,40800,13500,92000,99000,34400,27200,15700,25,0
Japan,2700,316300,45500,35000,4800,61500,152600,27600,66500,4400,25,0
Japan,500,136000,13000,10600,3300,75900,53000,26700,49200,1600,25,0
Japan,500,111600,4800,-7400,2100,113500,91700,54200,46000,3000,20,0
Japan,3500,183300,31200,33900,4300,83800,141200,22100,68600,8500,20,0
Japan,3600,157800,24600,38200,5600,96200,121600,2000,67100,7400,20,0
Japan,7000,191700,33400,34100,10900,116000,151100,3000,69900,11300,20,0
Japan,3000,135900,12000,30800,5100,92600,68700,21200,45500,6600,15,0
Austria,5800,174800,24600,25700,8800,119100,69000,28500,57400,13300,30,0
Austria,6500,169200,22700,23200,11300,163600,152100,4700,55600,14000,25,0
Denmark,26200,179500,39700,47400,33500,124200,177000,0,89700,54200,45,0
Denmark,1200,128400,5800,44700,3300,95100,116700,26300,26400,2100,20,0
Denmark,12600,,65300,70000,16100,104000,424300,0,78600,14900,20,0
Denmark,900,279100,33200,-89700,1200,96000,239300,7800,51700,1200,45,0
Denmark,6300,99300,-300,23000,11000,197000,96700,31100,40600,26700,20,0
Denmark,27400,306500,58900,64400,37300,166300,296500,600,87400,40100,45,0
Denmark,1900,111200,6600,11100,4700,140300,75500,25900,65700,6600,20,0
France,9200,178000,23800,9200,13200,166300,96000,17800,54400,16900,20,0
France,2500,94200,-3600,11900,4500,64100,67800,15700,57400,16000,20,0
France,1700,98500,-700,1700,3400,91300,76800,23500,45100,7400,20,0
France,3400,89400,-5200,3400,9500,149200,68100,25200,43900,20500,25,0
France,-2900,251800,37600,-2900,3500,208800,116800,800,62300,-7700,15,0
France,3900,108100,4500,3900,4400,74700,105400,17900,59900,8900,20,0
France,1100,127900,15900,500,4100,76100,111000,21900,72900,5900,20,0
France,4300,213700,21900,27200,7000,61700,155600,22400,41200,10500,20,0
France,5800,184300,28500,0,9500,131100,95400,32200,62300,12500,25,0
Germany,-4900,65300,-7400,-31900,5200,53900,53700,40500,13900,-20300,50,0
Germany,2200,142000,11100,12400,4300,125900,73300,9800,37500,4700,20,0
Germany,5300,316100,30500,13300,7000,88100,282900,200,44600,6400,45,0
Germany,6800,235100,31300,23300,12100,97000,132600,9200,54400,12200,20,0
Germany,900,135000,18500,11600,2300,150500,96500,26300,71500,6000,20,0
Germany,5600,432500,53800,31800,5200,103500,,0,70000,6700,45,0
Germany,-38100,72600,-8600,-94900,200,59500,67400,12200,22900,-138600,45,0
Germany,9700,43000,-34200,20500,20600,216400,30200,27100,25900,57300,45,0
Ireland,3600,,69900,78700,5800,48400,278200,0,84000,4300,25,0
Italy,3800,233100,24600,19300,5100,64900,231100,2500,43200,5700,45,0
Italy,7700,167900,25400,27000,12100,98600,118300,22500,62900,18700,25,0
Luxembourg,7600,148900,15300,-28000,13300,75900,88900,400,46600,13700,25,0
Netherlands,600,246000,39300,15900,2700,92900,161100,27700,66300,1400,25,0
Netherlands,5400,202900,29600,59100,7600,64600,107800,0,58400,8700,25,0
Norway,,53000,-68200,,-58900,228900,44100,95100,76900,21100,45,0
Norway,-2300,51300,-15800,-29000,-300,165500,6000,22400,16600,-4000,25,0
Norway,2400,122400,8300,36600,4600,119800,74500,9900,45200,6500,25,0
Poland,100,347100,51200,2500,3500,146400,211200,50500,71900,400,30,0
Poland,10000,,80900,73000,12400,95500,,100,86400,10700,25,0
Spain,900,82500,-1500,3900,2600,8700,71100,29100,7000,2300,55,0
Sweden,5800,170200,20500,6300,10200,104400,103000,16600,49600,11500,20,0
Sweden,800,253100,40700,400,4700,111600,171400,43500,67300,2900,45,0
Sweden,5200,101800,900,5200,7000,103300,96300,7000,49600,10800,45,0
Sweden,4400,448900,43500,27900,8600,67900,298100,0,55900,5100,45,0
Sweden,5100,122100,8800,35400,100,175200,60800,19600,48500,12600,15,0
Sweden,5900,129500,13600,36100,8200,96500,117600,4500,59900,13200,45,0
Sweden,6600,75600,-7200,33300,12100,88900,67200,31600,22400,16000,50,0
Switzerland,-54900,42000,-28200,-147200,-24400,52800,37600,7900,20400,-172100,45,0
United Kingdom,7500,86800,-6000,7400,9600,360100,26600,0,39800,15400,30,0
United Kingdom,1900,113800,6100,16100,24300,246000,25000,18200,49900,8400,25,0
United Kingdom,6700,154800,14200,27900,10100,113900,92900,24700,40200,16100,15,0
United Kingdom,2000,181400,9200,71000,3600,50400,142500,200,20500,2800,55,0
United Kingdom,8500,206800,33300,37200,9700,104700,163300,0,64500,15200,20,0
United Kingdom,11300,218000,27000,48100,11600,51000,188600,9800,49900,17700,25,0
United Kingdom,10700,125400,10900,26300,12300,211100,57700,33600,53700,27100,25,0
United Kingdom,1000,181600,32300,-26500,3200,132500,48700,23200,71800,1700,25,0
United Kingdom,8600,243800,29800,40700,11300,96300,206200,0,50500,11800,30,0
France,1300,142300,9600,1700,-2500,72200,77600,10900,32400,2000,25,0
France,5100,282000,41000,5100,10000,120700,237500,15100,63500,8300,30,0
France,4200,237000,36000,4200,6300,76900,192500,10700,62300,7300,45,0
France,13000,491700,61500,13200,17900,110000,378500,100,77100,15600,45,0
Austria,33100,198,-82000,4800,14400,3300,4300,61600,8600,695500,30,1
Austria,-100000,9500,-66400,-12900,-62600,212500,7700,81500,53300,157600,25,1
Denmark,-22000,44600,-49800,-32900,-20200,200300,20800,39600,26200,808800,20,1
Denmark,-70800,34400,-19300,-55900,-30600,97800,58000,78200,27600,537600,45,1
Denmark,-100,58900,4100,10300,-2200,147300,57100,56000,69800,-400,20,1
Denmark,-5200,89200,23400,-7500,-4800,146100,51600,50200,60600,-21200,20,1
Denmark,-71300,163000,-84600,-99400,-48300,125800,22700,98300,57000,160300,45,1
Denmark,-100,159500,3000,0,500,126500,43100,53400,91100,-1100,45,1
Denmark,-7500,103400,3000,0,-900,82200,105400,42400,46700,27400,20,1
France,-14100,102600,26800,-14100,-11000,60100,53300,42700,67600,-49900,25,1
France,-6500,165800,5900,0,1200,176000,71200,43700,62200,-32100,15,1
France,,110500,-600,,,24600,86800,49700,38500,,45,1
France,-56900,98500,-500,-200,-44600,98800,47800,900,65000,-177300,25,1
France,-37500,99300,15300,0,-26700,145200,56900,42300,90000,,45,1
France,-32200,120400,-47800,0,-28700,107300,51100,70100,67800,60000,20,1
France,-89700,58600,27300,0,-65400,25300,164600,26000,46800,-252200,20,1
France,100,239700,11100,0,3300,91300,40500,46900,76700,300,25,1
France,-5500,117000,300,2600,-2000,143600,91700,45200,53300,-41800,20,1
France,-8100,100500,47200,0,-6700,115900,118100,400,92600,-18700,20,1
France,-11700,203700,27500,0,-7700,142000,96900,32500,75400,-61700,30,1
France,-400,157300,23400,5200,2500,140000,65300,28300,84500,-1400,20,1
France,-12700,138300,20300,0,-9500,119600,84300,32800,68300,-34600,20,1
Germany,1600,142400,21800,10800,5400,89200,104100,55400,63800,7500,20,1
Germany,-45900,116600,-24200,-38400,-36200,31300,19100,0,39400,-177600,45,1
Germany,-2100,62000,15900,-4100,1900,58900,65400,32300,72000,-9700,20,1
Germany,,69100,23100,-199000,-106200,92600,110200,7400,61400,-271700,45,1
Germany,-7800,160100,42900,-7000,-7800,46800,195300,600,73200,-11200,45,1
Germany,-23100,245300,25900,-25700,-28400,44600,164100,11700,61300,-39400,45,1
Germany,-1200,173000,17000,-500,-3200,146500,126900,700,66000,-3000,50,1
Germany,600,134800,25900,500,4200,111300,63200,35800,83400,4900,20,1
Ireland,-44700,145200,44400,-185500,-11700,129400,76300,97000,71500,62600,25,1
Italy,-25800,263600,10400,4400,-9800,17400,107800,72200,53300,-739800,45,1
Italy,-17200,73400,3300,0,-12500,101500,62800,58200,77900,272600,25,1
Luxembourg,6300,104400,26400,-49900,9200,85800,128200,14300,54700,14400,25,1
Netherlands,17400,103900,33300,0,15700,246100,156700,4000,71800,28700,25,1
Netherlands,-200,186300,-14700,0,3900,125400,33300,43700,49600,-900,25,1
Norway,-4000,64400,-30300,0,-13100,216600,63600,,56800,1800,25,1
Norway,-11600,65200,2900,22100,-13400,322500,68000,12500,67000,-49600,45,1
Norway,-11300,104500,10400,-12300,-22200,35300,132700,0,31600,-14300,25,1
Poland,-65500,148800,-10900,-64900,-36700,133000,13300,40000,64300,-570800,25,1
Poland,-109500,85500,-104700,-186400,-98400,167600,21600,18800,31500,268500,30,1
Spain,1400,173800,-1800,2400,2700,8700,72700,21900,10900,3100,55,1
Sweden,-54200,50500,-29900,-34700,-51500,31000,47600,56000,30300,-381000,50,1
Sweden,-92700,50300,-23000,0,-90200,18700,12000,24000,8000,0,45,1
Sweden,-26300,25800,40500,33300,-26800,68500,100800,0,79200,-42900,45,1
Sweden,-60500,204400,4200,-126500,-57100,67000,99800,17400,52500,-138800,45,1
Sweden,4100,108600,26100,15800,6600,149600,112800,21400,57500,9600,15,1
Sweden,-8700,183000,-20500,-28200,-10300,112100,47600,63400,45600,-657000,20,1
Sweden,-37600,68900,33600,-5400,-8500,150000,97500,39500,54300,-96400,45,1
Sweden,-25000,262500,-7000,6600,-29300,182300,68400,4700,76100,-218400,45,1
Switzerland,-13900,207900,-16900,-198700,-20800,8700,43300,40700,12900,-47200,45,1
United Kingdom,-3900,54500,13700,-53700,-1200,164300,77300,30900,59000,-23000,15,1
United Kingdom,-5700,130200,5100,-12400,2200,90600,60200,35500,32700,-13200,20,1
United Kingdom,1100,118300,5500,9600,5800,216700,62400,13200,73400,4100,30,1
United Kingdom,4400,108200,3000,-7500,8200,73100,88200,44400,35500,11900,25,1
United Kingdom,5400,109300,5800,23100,8300,170500,82200,25800,41300,12700,30,1
United Kingdom,2900,116500,16900,1900,4600,179500,100400,31900,66700,8200,55,1
United Kingdom,-6700,62400,-7300,3300,-6600,167400,32900,18000,77600,-58700,25,1
United Kingdom,8700,91400,4100,12200,13500,161000,74300,18600,43500,21000,25,1
United Kingdom,-4500,110400,-3600,-39100,800,291000,39500,43900,79400,-26700,25,1
Sweden,4000,162300,11600,42200,10900,71000,144000,700,30300,5100,45,0
United States of America,5400,140800,11800,30000,10200,82100,73300,31500,40700,16400,10,0
United States of America,1400,97600,-300,-29100,4500,27900,64500,43900,11700,6000,10,0
United States of America,-3000,227400,22300,-80100,13200,54700,185800,40300,39900,-9000,10,0
United States of America,7400,157500,7700,16400,9300,64500,113000,33300,21100,18700,10,0
United States of America,-700,225700,6800,12900,900,31600,131200,32900,12100,-1400,15,0
United States of America,6700,360600,27600,24000,14700,115900,240500,33400,38200,16900,15,0
United States of America,2500,288100,26200,22300,5300,80500,105300,23700,40200,6400,15,0
United States of America,4600,225500,26500,27500,8900,77200,102000,15500,47600,11000,15,0
United States of America,11300,272800,36800,11600,10700,272300,99500,13400,58100,17600,20,0
United States of America,11700,325500,35500,31800,17100,117500,174300,11300,51200,22200,20,0
United States of America,700,99400,-100,-3800,7700,37300,66500,66800,12200,4900,20,0
United States of America,12100,99800,0,23200,22200,107300,53600,46200,15600,39400,20,0
Bermuda,-700,395500,58600,-19900,3200,23000,367900,8600,78400,-900,20,0
United States of America,5700,115700,4300,12600,9700,84600,92100,18700,31600,22200,20,0
United States of America,1200,242500,19800,27000,3900,83100,142000,38600,33700,3700,20,0
United States of America,-3700,307000,45400,-100,2100,93800,169400,200,67400,-4900,25,0
United States of America,900,202700,26600,-3500,5200,158300,121200,34000,52500,3600,25,0
United States of America,-300,302000,38100,-55500,1900,132000,86500,43000,57000,-1000,25,0
United States of America,6600,,,15500,3100,39600,,48600,,19900,25,0
United States of America,-15500,293100,40400,156300,-18000,261400,210900,0,61300,-23000,25,0
United States of America,8300,153600,25800,74500,21500,271200,85400,18000,73900,62000,25,0
United States of America,8000,187600,37600,45500,11700,280600,92900,15200,80500,15800,25,0
United States of America,-6600,108800,4000,118700,1500,166800,43500,45000,50100,46800,25,0
United States of America,11600,310300,54100,-13200,18300,177600,194400,0,79800,15600,25,0
United States of America,2400,332800,34500,52000,2200,146200,158300,25200,49400,4000,25,0
United States of America,3200,478100,47600,27900,6900,83100,218100,16000,60200,5600,25,0
United States of America,-3900,185200,26000,50100,8600,117400,97200,17900,56400,-6100,25,0
United States of America,3600,122100,2300,62300,7300,68700,82100,32700,12900,6300,25,0
United States of America,-2900,189200,10500,-10000,2200,43000,140400,67100,22200,-17200,25,0
United States of America,2700,396300,44600,-16800,4500,109200,314600,5100,59600,3700,25,0
United States of America,28900,208400,20500,17800,50900,246700,174900,54900,39400,160900,25,0
United States of America,9600,201100,14100,16500,15400,90400,112600,25000,28100,20700,25,0
United States of America,5000,213000,18100,58700,8300,79800,128800,28300,34100,11700,25,0
United States of America,10500,151700,9100,-169300,12800,34100,75700,48700,26600,32400,25,0
United States of America,-300,96600,-400,-122200000,8100,29800,92800,59700,11800,2800,25,0
United States of America,5200,163700,20000,-34400,13900,51600,111700,82800,51400,-15400,25,0
United States of America,4400,135200,5100,-131200000,9100,42100,104000,29100,19500,10100,25,0
United States of America,2500,171000,20800,47700,5900,124400,71900,4100,50000,4100,25,0
United States of America,4600,239400,39900,51300,6000,302100,41700,2100,68600,6900,25,0
United States of America,6100,151700,12600,28900,11300,119500,29700,11600,37100,12800,25,0
United States of America,6000,126900,6400,40500,10900,154700,8600,27800,30000,14100,25,0
United States of America,13500,285200,53900,44100,22600,234100,63500,0,82900,20100,25,0
United States of America,300,163200,27900,200,1500,143600,26400,33000,71900,500,25,0
United States of America,5200,371600,55600,37000,9000,158900,59000,33600,76100,11400,30,0
United States of America,6400,149100,7400,13600,11900,50400,116500,46800,22400,24200,35,0
United States of America,5100,334600,20300,18000,10500,79700,175400,42100,29000,12700,35,0
United States of America,2200,131300,2800,37800,10600,81300,67100,30200,11600,3800,35,0
United States of America,4200,425400,35700,39100,7000,50000,384000,11100,46700,5300,35,0
United States of America,800,,60700,-5200,2200,48900,,11500,66800,1000,35,0
United States of America,4200,425400,35700,39100,7000,50000,384000,11100,46700,5300,35,0
United States of America,1300,110600,2200,200,6400,90400,89300,25300,23200,2600,45,0
Canada,11400,53700,-26900,19600,11300,109700,37300,5500,31200,35800,45,0
United States of America,7700,310600,23900,36200,9300,77900,185200,22100,35300,12200,45,0
United States of America,12000,,70100,-37800,9600,59600,,13400,80300,16200,45,0
United States of America,21000,477600,54000,-75700,31300,124300,258800,0,68200,24900,45,0
United States of America,5400,160900,10600,23700,10100,81400,131700,29300,28100,14600,50,0
Bermuda,-35700,21300,-43700,15200,-1900,60000,15600,48400,11800,-82400,20,1
United States of America,-226300,8400,-225100000,-880100000,-206400000,2200,5700,228400,20600,154400,10,1
United States of America,-7700,1134200,59300,-31500,-8500,0,1036200,41300,65000,-14600,10,1
United States of America,1400,240600,12200,6200,2900,45500,158500,48600,20900,3500,10,1
United States of America,-19000,102900,500,-31600,-11500,49900,70500,9800,16700,313300,10,1
United States of America,-600,168400,7800,-400,3900,67500,73800,38100,19200,-3600,15,1
United States of America,-25900,58100,-28900,-53700,2700,214700,34900,59500,40000,1237300,15,1
Canada,-10200,269500,22100,-7200,-4900,91500,59900,27000,35100,583300,15,1
United States of America,4600,229700,20800,-99700,10200,122800,104200,30900,36800,45200,15,1
United States of America,-8000,107800,3600,-7800,-11800,172700,28600,28500,49500,-65800,15,1
Canada,-27400,140100,24500,-185300000,-8900,51000,13500,30600,85600,-147000,15,1
United States of America,-26200,152400,8300,-55100,-1400,137200,85600,47800,24000,-273500000,20,1
United States of America,-5900,55300,-75600,-438000000,-24000,304100,39900,63100,93500,4900,20,1
United States of America,-35700,194600,25400,-23100,-17600,245400,133100,60500,52300,-434800000,20,1
Canada,-6200,174500,14500,4600,5000,123800,127400,24400,33900,-21700,20,1
United States of America,-5300,48200,-39000,-21900,5900,88000,26700,58500,36200,-155800000,20,1
Canada,4000,73200,-16400,5800,6800,214900,51100,6900,44700,13300,20,1
United States of America,-26700,95600,-1400,-31300,-2700,138700,84200,3900,30100,264200,20,1
United States of America,-600,123000,6500,400,-2200,138300,36000,58300,34900,-5200,20,1
United States of America,2000,171600,21500,3400,4300,133000,140500,11000,51600,7400,25,1
United States of America,-9800,52000,-27600,-64800,900,120500,33400,39900,29900,31100,25,1
United States of America,-10500,169200,25100,-118400000,17200,271600,98400,124200,61500,15200,25,1
United States of America,-14300,,,900,-7600,83400,,66400,,-86100,25,1
United States of America,-74900,,,-59600,-49300,124600,,100000,,275300,25,1
United States of America,-4500,267300,29600,82100,2100,128400,90600,30900,47300,-11600,25,1
United States of America,-41500,131600,18500,190800,-27500,187800,72600,23700,76900,-102300000,25,1
United States of America,-5900,85100,-6700,-25600,-2900,182700,34100,65100,38300,-2528700,25,1
United States of America,-10900,147500,18700,-21900,-16700,99600,56200,21000,58000,-42100,25,1
United States of America,-23000,138400,21200,-9700,-15100,220500,43600,29400,76300,-54800,25,1
United States of America,-7400,75000,-19300,-45200,-2200,77100,24400,55200,57900,19800,25,1
United States of America,3600,87600,-3800,2700,9600,140000,35700,45600,26800,18700,25,1
United States of America,25100,486100,26300,-2800,-5600,32000,145900,28400,33100,44900,25,1
United States of America,-38200,110100,900,-71600,100,56700,89400,500,9400,100400,25,1
United States of America,-34500,89100,-7100,-84500,-500,157900,41700,46400,57800,186500,25,1
United States of America,-54300,44300,-14600,-139000000,-2600,82700,25900,64100,11600,111900,25,1
United States of America,-78600,64800,-9700,-32600,8200,61700,52400,79100,17800,1083200,25,1
United States of America,1900,67900,-1700,-7500,3200,32900,49400,17300,3600,7200,25,1
United States of America,44300,478400,9500,500,6700,30700,422700,31100,12000,83800,25,1
United States of America,-106200,7700,-235600000,-283700000,3800,54800,6000,236500,19600,62900,25,1
United States of America,26600,180500,15200,-219400000,-5500,0,171000,0,34100,54000,25,1
United States of America,-49400,14300,-142000000,-210500,4000,134000,12600,127600,23700,72400,25,1
United States of America,2200,33100,-62600,-50200,4900,45800,26400,70900,31000,153700,25,1
United States of America,-63200,86100,-11600,-9100,-57000,156100,6300,22900,71800,-434800,25,1
United States of America,-18900,278300,52600,-48300,-10500,231300,96100,56500,82200,-135100000,25,1
United States of America,-6400,122900,13600,-10500,-100,218300,4200,49100,73100,-42300,25,1
United States of America,-65800,82800,-14300,-117800,-14500,312500,11400,34700,69000,-640000,25,1
United States of America,-92100,26200,,-160700,-34100,369700,5900,133200,41000,71300,25,1
United States of America,-15000,80600,-7700,-38400,-4600,292000,48100,6900,31900,31100,30,1
United States of America,-53100,42100,-83700,-346300,11000,353700,38200,111600,60800,107400,35,1
United States of America,-9500,21200,-49200,-151600,-3200,103100,17600,44500,13200,-42700,35,1
United States of America,-2000,122800,5100,-9300,3100,154900,112500,35200,27200,-8800,35,1
United States of America,,36000,-51500,,,1300,28400,10100,29000,176900,35,1
United States of America,-107700,62000,-14500,-947800,-71200,77300,44900,,23600,36600,35,1
United States of America,-38700,60600,-26700,-247900000,-43300,9200,37100,177700,41200,20400,35,1
United States of America,-202000,17800,-405700000,-2459900000,-145400000,139000,14200,,88100,50200,45,1
Canada,-1500,1063200,90600,-37288100000,-4500,0,1063200,0,100000,-1600,45,1
United States of America,2700,174000,32900,4700,6000,128400,85200,36400,77200,13100,45,1
United States of America,-3100,123900,11800,-90100,-2600,102600,100300,35000,61400,-15700,45,1
United States of America,-36700,268000,51900,-447400000,-22100,104800,206100,54400,82800,-406700000,45,1
United States of America,-42300,307200,63800,-349900000,-44100,24700,238500,3300,94600,-62000,45,1
United States of America,-60900,67300,-6100,-107100000,-29500,69800,56900,75800,12500,1334400,50,1
United States of America,400,300600,15300,-2100,-2200,28500,159900,31200,23000,700,55,1
Canada,4000,92100,-1300,-20600,6900,94400,73200,41800,15600,12100,15,0
Canada,2100,228100,27800,25600,3600,112600,160600,31000,49500,4700,15,0
Canada,7100,216900,33900,-18500,9800,101900,122700,200,63000,10300,20,0
Canada,3200,105500,800,18800,4900,55100,77800,24500,15500,6700,20,0
Japan,-4100,83300,-16000,-7700,1100,148600,69200,72600,79500,166800,15,1
Korea,-79800,80800,-16600,0,-5300,41100,4700,46400,69700,,20,1
Japan,1800,236800,57100,6200,8500,40600,205200,43900,98800,3800,45,1
Japan,-33700,88500,-5500,-19400,-17800,33400,19500,55700,42200,-105500,45,1
Japan,200,127500,20400,1300,1100,98500,121600,74300,94600,2000,30,1
Japan,-44400,29700,-87900,-50400,-17200,172000,8800,120200,37200,,25,1
Japan,-2900,71000,-17600,-13500,-1900,182100,40100,28200,43100,-10700,25,1
Japan,-40700,32400,-53900,-172300,-36800,99300,22300,43500,25800,-231500,25,1
Japan,-4900,51700,-42200,-100,100,86100,35100,65100,45100,-54400,25,1
Japan,-1400,144300,27100,6000,200,97000,6600,77100,88200,-7700,25,1
Japan,,50600,-54500,,13500,200300,17500,,55900,186600,20,1
Japan,-101400,68800,-31500,-99900,-14400,136600,50200,76600,69500,118600,20,1
